symbol,symbol_id,date,daily_rsi_3,daily_rsi_9,weekly_rsi_3,monthly_rsi_3,ret_5d,ret_10d
BANARISUG,253,2007-06-20,95.88,73.9,65.41,68.68,-0.69,-1.74
BHARTIARTL,297,2007-06-20,77.12,53.79,54.38,85.85,1.64,4.29
EVERESTIND,605,2007-06-20,84.73,60.7,81.54,63.76,4.86,17.97
PHOENIXLTD,1478,2007-06-21,85.57,59.95,64.11,100.0,6.21,7.8
ASMS,185,2007-06-25,83.45,68.57,86.43,88.19,6.91,22.99
EIMCOELECO,558,2007-06-25,82.32,60.36,86.21,67.69,21.59,19.87
WALCHANNAG,2165,2007-06-25,84.32,60.51,88.07,86.37,20.75,28.32
APTECHT,147,2007-06-26,76.4,56.92,62.55,80.61,4.12,5.04
ASTRAZEN,191,2007-06-26,80.28,56.92,77.95,58.52,7.84,6.36
KTKBANK,1104,2007-06-28,84.79,61.87,72.95,81.78,-1.72,3.35
BANARISUG,253,2007-06-29,85.4,74.89,94.57,68.68,-4.38,-5.88
NCC,1328,2007-06-29,83.61,65.73,73.64,55.96,7.12,13.21
MARUTI,1209,2007-07-02,78.81,58.32,70.65,60.54,3.26,7.4
RADICO,1563,2007-07-02,83.18,64.22,89.54,85.83,24.57,23.76
HINDUNILVR,820,2007-07-03,86.2,62.92,71.35,58.77,2.03,1.05
JSL,999,2007-07-03,79.71,55.53,60.9,78.33,2.53,3.61
NTPC,1383,2007-07-04,82.42,60.08,60.33,77.98,-0.36,0.22
PGHH,1475,2007-07-04,87.23,58.3,67.79,57.27,0.37,-0.22
GLENMARK,693,2007-07-05,72.64,57.75,58.24,68.32,3.01,4.83
JSWHL,1003,2007-07-12,98.09,72.09,84.54,78.91,5.61,6.34
DICIND,507,2007-07-13,91.32,60.38,60.29,73.78,6.48,5.23
COLPAL,416,2007-07-30,82.64,64.66,80.83,87.48,5.72,1.81
LMW,1141,2007-08-03,80.82,58.97,60.42,70.24,0.89,-4.15
NSIL,1381,2007-08-08,77.67,59.01,79.89,63.07,2.87,-4.76
EQUIPPP,589,2007-08-27,71.41,43.79,67.47,88.12,14.57,9.51
HINDALCO,814,2007-08-27,81.28,48.54,61.47,50.4,8.04,3.83
RCOM,1596,2007-08-27,77.49,53.04,67.56,73.5,4.57,4.21
SANDESH,1697,2007-08-27,81.11,63.33,90.54,65.67,12.05,17.42
AXISBANK,223,2007-08-28,74.28,52.78,74.86,87.45,9.83,7.84
BALAJITELE,243,2007-08-28,80.8,52.83,75.26,97.18,7.84,3.34
ENIL,582,2007-08-30,76.48,57.07,60.1,63.03,4.2,0.94
EQUIPPP,589,2007-08-30,83.46,57.77,67.47,88.12,8.71,-0.26
COLPAL,416,2007-08-31,83.88,60.04,61.64,58.13,2.81,2.3
JUBLPHARMA,1011,2007-08-31,73.53,53.42,52.13,62.83,-1.05,-3.44
NTPC,1383,2007-08-31,85.74,65.52,88.53,84.87,7.91,7.15
UPL,2081,2007-08-31,87.69,63.11,72.43,69.34,-1.31,6.21
GUJAPOLLO,759,2007-09-03,85.13,57.45,55.99,68.55,0.02,3.74
HTMEDIA,842,2007-09-03,80.03,52.88,76.97,54.66,3.86,-1.85
RAYMOND,1589,2007-09-03,73.74,44.9,63.52,61.89,4.43,2.72
V2RETAIL,2092,2007-09-03,80.24,41.67,60.04,100.0,8.1,19.93
ANANTRAJ,122,2007-09-06,87.13,61.86,70.5,65.95,2.9,22.39
HINDOILEXP,818,2007-09-06,87.88,61.24,63.65,61.29,8.01,6.18
TATACHEM,1952,2007-09-11,90.25,67.56,66.65,84.04,-1.19,8.43
BAJAJHIND,237,2007-09-12,83.18,65.31,59.33,58.14,24.77,33.94
KIRLOSIND,1064,2007-09-17,87.31,60.71,74.79,74.49,2.9,9.16
BOSCHLTD,331,2007-09-18,86.06,57.8,71.5,57.88,-0.11,2.97
PNB,1494,2007-09-19,87.73,70.57,76.16,66.55,4.04,3.91
PANACEABIO,1439,2007-09-25,85.4,68.63,82.49,50.49,6.04,11.31
NILKAMAL,1360,2007-10-01,80.96,58.25,56.45,80.6,-2.0,31.57
MPHASIS,1282,2007-10-09,77.12,59.76,63.96,65.3,1.49,0.75
JAGRAN,955,2007-10-22,76.99,57.6,82.62,93.65,18.35,14.89
HONDAPOWER,837,2007-10-23,81.48,65.27,76.3,75.24,-2.87,-3.97
WELENT,2173,2007-10-23,76.53,55.02,77.57,86.12,19.19,20.46
LMW,1141,2007-10-24,77.97,52.71,73.6,88.97,13.37,28.82
RAMCOSYS,1581,2007-10-25,71.17,51.19,62.11,66.34,13.23,0.84
WELENT,2173,2007-10-25,78.3,62.14,77.57,86.12,27.76,22.69
CENTENKA,375,2007-10-26,90.99,65.66,94.02,85.89,14.72,10.11
ZUARIIND,2216,2007-11-13,82.54,56.16,89.3,81.02,44.99,29.16
ORCHPHARMA,1414,2007-11-14,87.66,62.63,73.57,76.29,-0.39,13.06
LINDEINDIA,1137,2007-11-15,82.34,55.74,59.8,61.72,0.07,2.58
TIMKEN,2002,2007-11-15,67.26,50.88,69.28,67.74,5.09,10.51
ACC,34,2007-11-19,83.47,57.38,68.3,56.23,4.08,0.73
BAJAJ-AUTO,231,2007-11-19,81.32,52.64,71.42,80.07,6.49,14.31
BAJAJFINSV,234,2007-11-19,78.35,52.14,72.21,81.24,6.39,14.43
BAJAJHLDNG,238,2007-11-19,78.35,52.14,72.21,81.24,6.39,14.43
MAHSCOOTER,1178,2007-11-19,67.01,49.01,56.01,61.27,4.92,12.93
STYRENIX,1885,2007-11-19,83.69,62.73,60.12,69.13,-2.19,-2.99
MAHSCOOTER,1178,2007-11-23,80.83,55.57,56.01,61.27,6.45,12.45
PHOENIXLTD,1478,2007-11-27,82.47,62.3,91.67,91.73,23.9,18.35
RAJESHEXPO,1568,2007-11-29,83.29,52.67,55.57,77.66,7.77,9.45
ESABINDIA,592,2007-12-03,77.29,55.28,78.41,56.43,5.84,5.86
PURVA,1548,2007-12-03,69.36,53.41,82.05,77.46,8.98,4.61
TATACHEM,1952,2007-12-03,76.74,60.34,83.76,92.85,17.99,14.77
AUTOIND,210,2007-12-04,83.83,41.98,52.83,68.47,5.08,21.51
LUPIN,1157,2007-12-05,89.85,57.54,66.56,63.2,5.79,14.28
63MOONS,8,2007-12-10,86.31,59.85,71.9,58.29,-1.92,0.08
PANACEABIO,1439,2007-12-12,71.79,53.71,84.19,55.88,9.47,6.02
PGHH,1475,2007-12-12,93.43,77.21,96.01,68.46,3.56,2.19
WOCKPHARMA,2188,2007-12-13,84.02,62.29,80.75,62.49,0.06,2.58
FMGOETZE,640,2007-12-14,82.7,65.48,71.84,65.0,-2.73,25.2
ULTRACEMCO,2061,2007-12-14,82.66,62.96,74.71,67.35,-5.29,-3.12
SANOFI,1704,2007-12-24,85.77,63.88,92.05,56.99,10.65,8.0
TANLA,1943,2007-12-26,82.85,63.76,79.89,96.42,11.66,1.98
ENERGYDEV,580,2008-01-03,84.97,59.88,77.46,100.0,-0.28,0.85
MAHSCOOTER,1178,2008-02-05,86.42,58.52,56.08,52.36,-0.88,0.14
TANLA,1943,2008-02-14,79.68,49.04,51.68,55.69,8.0,3.28
TEXINFRA,1979,2008-02-18,73.43,43.64,60.24,60.78,14.03,11.8
BLKASHYAP,314,2008-02-26,69.33,43.34,68.62,62.71,-0.27,10.24
AKZOINDIA,95,2008-02-27,77.76,65.15,87.42,60.35,-2.99,0.21
GIPCL,688,2008-02-27,87.06,54.23,60.57,55.56,3.14,-1.96
ADSL,52,2008-02-28,83.58,60.89,63.15,91.24,-14.12,-9.78
PAGEIND,1434,2008-02-28,85.75,62.1,55.31,67.1,0.02,-3.08
KOHINOOR,1072,2008-03-11,90.44,64.9,86.61,78.21,2.2,-6.05
LINDEINDIA,1137,2008-04-08,76.81,57.58,50.09,51.72,1.07,0.98
LINDEINDIA,1137,2008-04-16,90.21,66.96,68.2,51.72,-0.09,0.5
MICEL,1248,2008-04-17,78.55,52.95,51.83,71.84,14.2,30.05
SUNPHARMA,1903,2008-04-21,87.89,66.96,90.33,92.15,8.99,8.25
BANARISUG,253,2008-07-07,63.83,47.15,60.15,51.8,5.01,4.34
GLENMARK,693,2008-07-18,72.78,55.99,53.31,71.32,6.34,-1.35
HEUBACHIND,803,2008-07-23,88.77,57.07,78.36,54.62,18.04,22.57
LINDEINDIA,1137,2008-07-25,77.89,52.38,50.11,68.21,-0.23,6.41
BLUEDART,318,2008-08-05,73.86,59.26,56.52,56.72,2.52,-1.43
LINDEINDIA,1137,2008-08-05,86.3,65.88,78.0,70.55,0.92,-1.4
BLUEDART,318,2008-08-11,82.11,68.1,89.62,56.72,-2.64,-4.66
SANOFI,1704,2008-11-03,74.73,51.68,62.1,57.68,4.04,7.58
BRITANNIA,336,2008-12-03,76.38,50.19,68.63,59.16,12.32,6.11
HINDUNILVR,820,2008-12-08,79.38,59.61,63.58,65.5,3.29,7.22
ASTRAZEN,191,2009-02-06,77.33,62.04,70.12,50.81,7.93,2.62
RELIGARE,1607,2009-03-06,89.47,59.52,53.24,50.73,-0.22,3.27
CONCOR,420,2009-03-09,75.8,45.71,58.32,59.82,3.06,7.46
RELIGARE,1607,2009-03-20,95.38,81.2,85.32,50.73,-2.94,-1.75
PFIZER,1471,2009-03-23,85.63,67.65,90.56,75.15,7.72,10.79
BANARISUG,253,2009-04-06,82.25,63.04,85.5,59.88,16.79,19.47
RELIGARE,1607,2009-05-18,90.07,71.41,95.87,89.13,25.78,43.34
KESORAMIND,1049,2009-07-08,82.28,56.53,62.89,85.2,2.31,25.39
PGHL,1476,2009-07-13,90.86,71.33,82.26,82.09,-0.56,-1.01
SUNTV,1905,2009-07-16,78.29,52.11,61.02,80.82,4.99,12.7
TATAPOWER,1957,2009-07-17,80.15,58.71,57.01,95.14,2.4,13.68
3MINDIA,5,2009-07-20,93.35,68.46,85.12,92.69,3.3,7.21
BRITANNIA,336,2009-07-20,87.91,67.9,94.5,80.96,11.17,10.75
GILLETTE,686,2009-07-20,82.95,63.45,75.62,87.89,-3.11,7.65
AKZOINDIA,95,2009-07-27,91.37,76.73,81.1,93.25,-0.05,-3.84
BLUEDART,318,2009-07-27,79.63,61.51,75.69,85.0,0.95,0.49
ABB,23,2009-08-20,77.57,53.65,56.69,72.27,7.89,5.54
BBL,266,2009-08-20,81.89,57.82,53.59,75.78,16.72,15.47
THERMAX,1990,2009-08-21,86.08,57.82,54.29,93.82,9.28,6.55
NLCINDIA,1370,2009-09-07,85.13,63.3,70.22,66.85,0.56,1.9
SEMAC,1739,2009-09-07,75.35,53.63,58.7,69.29,2.32,5.66
GTL,754,2009-09-11,79.67,58.47,60.09,84.94,4.09,7.38
MFSL,1243,2009-09-15,73.84,47.11,66.18,53.23,1.27,-0.4
SHREECEM,1780,2009-09-17,81.74,61.98,83.35,81.94,4.74,-1.19
COLPAL,416,2009-09-18,88.72,66.85,72.5,70.12,0.88,5.2
NTPC,1383,2009-09-24,86.75,67.01,76.71,65.93,-1.58,-0.94
GLENMARK,693,2009-09-25,78.79,58.67,58.15,59.11,3.96,5.63
NIPPOBATRY,1362,2009-09-29,72.94,52.03,55.38,53.02,-0.88,-1.85
ONGC,1408,2009-09-29,83.45,62.36,65.95,73.83,-0.55,6.09
SPMLINFRA,1854,2009-09-29,81.85,61.43,71.95,93.12,1.98,11.77
BAJAJHIND,237,2009-10-07,77.23,62.29,69.54,81.07,7.48,16.38
BRITANNIA,336,2009-10-08,75.72,50.6,67.62,54.51,4.37,10.06
NIPPOBATRY,1362,2009-10-16,79.05,56.37,56.75,51.5,4.4,-1.21
CONCOR,420,2009-11-04,74.26,48.98,56.61,70.54,4.8,4.86
RELIANCE,1606,2009-11-09,75.75,51.15,64.77,61.14,6.38,8.42
INFY,914,2009-11-11,83.35,63.27,78.32,83.75,5.49,5.72
SIEMENS,1794,2009-11-11,83.58,55.04,59.98,65.43,4.88,2.56
HEROMOTOCO,801,2009-11-13,76.23,54.43,51.16,75.6,4.62,10.69
ONGC,1408,2009-11-13,78.65,57.81,57.43,72.71,-1.3,-1.6
APARINDS,136,2009-11-16,80.57,55.95,60.44,61.81,3.71,-1.32
BAJAJ-AUTO,231,2009-11-16,83.97,62.81,68.63,83.17,-1.2,4.08
MANGLMCEM,1193,2009-11-17,71.14,44.69,55.4,56.5,8.01,9.0
ULTRACEMCO,2061,2009-11-17,72.51,47.47,65.21,77.08,9.33,12.3
JINDRILL,979,2009-11-18,79.87,51.76,69.37,51.54,6.7,4.44
KALYANIFRG,1024,2009-11-18,80.11,57.44,80.2,86.21,27.25,27.34
ACC,34,2009-11-20,87.93,63.91,60.59,56.94,3.3,6.05
SUNTV,1905,2009-11-20,81.09,59.46,59.0,82.7,-1.44,0.89
MOTILALOFS,1279,2009-11-23,86.17,64.71,52.28,64.37,-1.18,-2.12
NILKAMAL,1360,2009-11-23,79.88,57.94,63.19,82.84,4.73,10.14
SWELECTES,1931,2009-11-23,70.79,55.75,63.73,61.24,-0.79,9.18
SWARAJENG,1930,2009-11-24,87.86,62.09,62.45,59.64,1.17,2.2
TATAPOWER,1957,2009-11-30,78.0,60.02,66.54,96.8,0.54,-0.53
CHENNPETRO,394,2009-12-01,77.92,61.26,67.72,57.8,2.29,-3.79
APOLLOHOSP,143,2009-12-02,86.18,67.64,82.98,88.46,0.66,2.59
FORTIS,645,2009-12-03,82.77,67.89,82.6,89.1,6.29,1.32
AUTOIND,210,2009-12-09,85.59,63.49,60.21,61.49,-2.93,-6.48
ONMOBILE,1409,2009-12-10,81.11,45.41,60.93,55.59,5.18,9.07
ABB,23,2009-12-11,74.07,53.76,50.94,63.95,1.57,1.54
ADSL,52,2009-12-11,79.64,57.69,51.88,66.22,1.1,-0.46
DALMIASUG,457,2009-12-18,83.75,65.29,76.62,58.96,3.37,16.76
BEML,280,2009-12-23,88.86,66.0,82.49,75.06,9.09,9.23
HGS,809,2009-12-23,69.82,42.17,60.08,57.5,3.88,4.91
ICICIBANK,851,2009-12-23,84.07,56.04,56.05,69.69,1.98,0.78
RELINFRA,1608,2009-12-23,86.65,56.92,63.05,62.01,9.5,8.59
GLAXO,692,2009-12-24,81.29,58.9,62.48,72.8,-1.76,-3.77
ASTRAZEN,191,2009-12-29,92.63,59.08,59.18,71.2,-1.05,-7.74
BBL,266,2009-12-29,83.89,61.76,63.7,58.65,17.84,15.67
WOCKPHARMA,2188,2009-12-29,84.73,57.56,50.25,59.54,1.23,4.65
DHANBANK,498,2009-12-31,75.01,57.77,58.51,62.61,-1.95,0.58
GODREJIND,717,2009-12-31,81.86,53.22,51.53,54.14,-6.34,-7.67
RIIL,1623,2009-12-31,84.88,63.42,65.19,51.58,3.1,6.27
COLPAL,416,2010-01-04,80.8,64.04,74.87,64.29,0.5,2.91
JAYSREETEA,968,2010-01-04,86.12,64.14,90.33,63.96,10.88,11.81
UNIONBANK,2071,2010-01-05,87.01,62.57,63.21,51.71,-2.54,-1.53
TAJGVK,1940,2010-01-06,84.4,63.3,76.73,66.22,-1.17,4.43
PFC,1470,2010-01-11,84.28,67.73,85.5,52.51,2.36,-1.23
COLPAL,416,2010-01-18,77.94,65.72,81.27,64.29,-3.39,0.74
CONCOR,420,2010-02-08,78.45,52.5,57.14,52.94,-0.55,-5.03
HEROMOTOCO,801,2010-02-09,75.32,52.94,70.43,69.09,4.95,3.33
GLAXO,692,2010-02-10,69.94,53.95,60.45,74.88,1.24,10.36
ACC,34,2010-02-16,83.55,62.42,60.05,83.78,-0.97,5.04
BLUEDART,318,2010-02-17,77.71,60.2,62.68,64.2,-0.1,7.19
HEUBACHIND,803,2010-02-17,79.66,59.11,67.12,75.47,1.65,8.24
HONAUT,836,2010-02-17,87.74,63.86,67.56,99.15,0.65,13.4
MMTC,1260,2010-02-17,80.24,56.94,52.17,100.0,-3.85,-2.3
PATANJALI,1454,2010-02-17,74.99,56.45,73.83,77.36,14.14,15.09
HERCULES,799,2010-02-18,84.31,56.26,52.7,65.02,-2.25,0.05
DRREDDY,536,2010-02-23,84.17,57.37,57.21,83.56,2.21,1.91
DIVISLAB,516,2010-02-24,75.21,56.65,65.9,57.5,6.64,5.34
KIRLOSBROS,1062,2010-02-25,66.48,49.22,54.81,57.29,15.24,11.37
MARUTI,1209,2010-02-25,71.0,56.85,76.82,51.6,4.08,4.55
SHOPERSTOP,1777,2010-02-26,90.53,64.34,67.88,63.82,11.09,1.61
AIAENG,80,2010-03-02,80.17,57.8,70.12,79.49,-0.09,6.84
BHARTIARTL,297,2010-03-02,84.28,50.97,55.17,50.03,0.38,1.59
BHEL,299,2010-03-02,76.54,62.67,80.1,68.61,-0.19,-2.0
CIEINDIA,399,2010-03-02,75.15,47.14,75.98,62.17,8.74,4.11
GESHIP,679,2010-03-02,77.08,51.72,68.23,68.06,5.94,6.09
GODREJPROP,718,2010-03-02,79.23,57.48,82.36,100.0,3.23,1.86
INGERRAND,915,2010-03-02,83.0,55.28,70.31,67.72,3.33,0.6
MFSL,1243,2010-03-02,82.48,53.95,76.96,56.16,1.6,-3.32
MOTILALOFS,1279,2010-03-02,75.28,53.54,78.81,55.65,8.55,8.39
NUCLEUS,1385,2010-03-02,74.6,48.1,63.16,63.45,10.96,18.55
PATELENG,1455,2010-03-02,75.26,55.14,62.22,65.83,1.48,3.43
RPOWER,1645,2010-03-02,75.79,47.76,58.3,55.75,1.14,0.39
SADBHAV,1672,2010-03-02,78.5,58.49,56.66,88.93,-0.29,5.49
SKFINDIA,1817,2010-03-02,89.52,60.52,55.89,66.14,-1.54,0.3
VOLTAS,2151,2010-03-02,79.74,57.84,71.2,74.77,2.15,3.1
HARRMALAYA,776,2010-03-03,75.24,52.39,67.88,70.28,3.26,11.4
NSIL,1381,2010-03-03,85.0,50.99,61.18,53.42,5.64,2.09
RELIANCE,1606,2010-03-03,87.08,60.4,54.25,61.44,-1.57,4.38
TATACHEM,1952,2010-03-03,81.75,59.43,71.21,75.31,4.26,4.96
SOBHA,1829,2010-03-04,75.93,52.37,72.48,72.21,7.15,5.26
SEMAC,1739,2010-03-05,81.89,61.18,71.45,87.78,3.97,1.26
DBCORP,464,2010-03-11,73.92,57.39,55.86,100.0,6.22,5.63
GIPCL,688,2010-03-17,78.64,61.11,50.81,70.98,-0.23,11.07
SCI,1729,2010-03-17,86.91,68.94,74.71,66.26,-3.83,0.0
KIRIINDUS,1061,2010-03-18,76.82,55.74,58.09,78.37,-2.95,-4.79
GODFRYPHLP,713,2010-03-22,75.18,48.15,69.47,68.61,12.16,8.59
FEL,622,2010-03-23,77.49,54.96,56.18,62.37,0.48,4.62
PANACEABIO,1439,2010-03-23,79.32,51.07,77.14,66.85,17.93,23.78
JYOTISTRUC,1017,2010-03-25,87.87,63.47,62.04,60.29,0.3,1.0
GLENMARK,693,2010-03-26,82.48,58.44,57.48,67.92,6.49,8.63
VASCONEQ,2102,2010-03-26,87.48,65.92,70.3,100.0,7.95,3.11
ZODIACLOTH,2213,2010-03-26,81.52,58.79,58.09,87.45,1.78,5.26
INDIANB,888,2010-03-30,78.73,62.99,78.85,64.0,7.63,3.73
ASMS,185,2010-03-31,86.19,60.72,63.99,60.6,1.64,0.42
WENDT,2176,2010-03-31,84.03,60.35,63.07,88.51,-2.78,1.25
GTL,754,2010-04-01,86.8,75.07,85.94,89.85,-1.13,-1.81
WALCHANNAG,2165,2010-04-01,85.76,59.5,56.94,60.49,3.94,-1.2
CENTRALBK,377,2010-04-05,72.84,49.31,74.53,74.14,4.51,3.5
IDBI,856,2010-04-05,88.16,62.88,75.07,68.85,1.87,0.96
PAGEIND,1434,2010-04-05,90.62,68.94,81.72,72.53,0.72,0.65
POLYPLEX,1506,2010-04-05,82.34,61.77,82.88,80.73,5.42,3.02
SIMPLEXINF,1807,2010-04-05,87.32,71.25,79.74,53.22,0.74,1.36
TIL,2000,2010-04-05,77.75,58.04,85.3,84.12,2.11,11.69
ADSL,52,2010-04-06,81.43,56.55,66.12,74.61,4.57,8.36
CURAA,450,2010-04-06,73.76,58.39,65.17,62.69,3.63,2.53
HGS,809,2010-04-06,87.31,71.76,76.63,60.52,1.26,-2.93
OILCOUNTUB,1397,2010-04-06,78.96,60.91,74.28,57.85,4.2,4.92
SCHAEFFLER,1726,2010-04-06,82.79,58.98,69.63,69.28,0.95,13.49
VEEDOL,2107,2010-04-16,83.09,67.6,73.55,70.02,-0.05,3.59
TIL,2000,2010-04-19,87.67,71.18,91.21,84.12,14.47,12.42
FEL,622,2010-04-21,93.37,76.39,84.13,73.84,-2.6,-6.13
NFL,1348,2010-04-22,75.83,52.01,57.07,62.01,4.39,0.69
CERA,381,2010-04-29,79.3,65.19,84.62,98.41,-3.12,-2.8
HUBTOWN,843,2010-04-29,90.21,68.92,62.49,59.51,-5.99,-7.54
SEAMECLTD,1734,2010-04-29,74.8,59.76,60.05,52.91,-4.57,-10.26
CIPLA,404,2010-04-30,78.76,63.93,76.01,82.66,-0.32,-8.74
MPHASIS,1282,2010-04-30,83.78,68.45,79.49,63.51,-5.77,-3.18
SUPREMEIND,1911,2010-05-12,95.52,77.8,62.6,96.26,-4.58,-2.68
DEN,490,2010-05-13,81.07,63.71,54.33,94.0,-0.56,1.37
GODREJPROP,718,2010-05-13,81.39,58.89,57.21,81.57,1.19,3.26
HERCULES,799,2010-05-18,80.01,57.45,57.14,65.4,-1.34,-1.27
DIVISLAB,516,2010-05-24,85.19,67.32,88.47,85.62,3.33,2.64
SUNPHARMA,1903,2010-05-25,77.63,52.99,59.26,61.27,5.89,6.29
SIEMENS,1794,2010-05-26,76.18,54.99,70.43,63.5,-1.22,-0.23
IPCALAB,932,2010-05-27,87.72,61.29,70.01,85.55,7.9,10.49
SUNPHARMA,1903,2010-05-27,82.78,63.45,59.26,61.27,4.15,4.12
BRITANNIA,336,2010-05-28,90.65,74.99,84.08,67.05,0.91,3.25
UNICHEMLAB,2065,2010-05-31,79.48,52.4,84.87,65.91,7.8,18.64
VOLTAS,2151,2010-05-31,80.88,59.11,72.99,75.17,1.78,4.55
JAGRAN,955,2010-06-01,81.77,49.48,72.69,64.96,6.15,12.84
POLYPLEX,1506,2010-06-03,79.13,53.89,58.73,87.21,0.14,5.1
SCHAEFFLER,1726,2010-06-04,86.84,62.43,61.95,63.01,-3.87,0.7
GTL,754,2010-06-07,76.27,57.17,84.37,82.15,4.52,3.88
HONAUT,836,2010-06-07,87.8,64.09,65.18,90.87,-1.41,4.42
KAMATHOTEL,1026,2010-06-07,75.43,55.29,69.74,81.9,3.21,7.11
PGHH,1475,2010-06-08,77.38,55.51,65.75,67.77,5.61,5.48
ADSL,52,2010-06-10,80.26,55.94,58.56,54.97,1.83,3.27
CRISIL,439,2010-06-10,91.28,72.91,86.94,87.34,0.65,0.47
CYIENT,453,2010-06-10,80.41,59.82,71.76,77.01,0.63,-1.52
SCI,1729,2010-06-10,80.45,61.21,71.84,54.52,-0.12,-2.27
TTKHLTCARE,2040,2010-06-10,81.83,54.77,53.32,67.73,12.46,4.19
GKWLIMITED,690,2010-06-11,75.95,60.21,65.5,79.51,7.98,11.96
RELIANCE,1606,2010-06-11,82.1,59.52,60.38,68.01,0.76,1.58
VOLTAMP,2150,2010-06-11,88.12,65.77,71.49,71.75,-1.4,4.49
GODREJIND,717,2010-06-14,85.05,56.7,54.77,60.46,2.67,9.9
IDBI,856,2010-06-14,84.36,63.1,62.82,51.96,1.23,1.74
NELCO,1338,2010-06-14,82.59,56.56,58.63,51.18,3.09,1.03
WENDT,2176,2010-06-14,80.56,64.26,71.89,95.5,1.41,12.56
CENTUM,379,2010-06-15,72.09,54.31,63.38,81.11,3.97,7.98
LMW,1141,2010-06-15,79.71,47.95,79.3,70.05,8.61,13.54
SPMLINFRA,1854,2010-06-15,82.96,55.03,72.58,97.35,9.6,18.92
ZFCVINDIA,2210,2010-06-15,91.16,60.89,59.84,80.79,4.74,1.25
GSS,752,2010-06-21,69.91,53.97,66.44,76.37,4.57,4.57
VASCONEQ,2102,2010-06-21,83.79,53.0,66.7,70.24,4.76,3.01
GSS,752,2010-06-23,72.9,59.33,66.44,76.37,4.94,1.48
SANDESH,1697,2010-06-25,86.01,62.31,60.03,55.94,2.34,0.36
SANOFI,1704,2010-06-25,83.56,63.51,81.62,85.72,2.21,3.59
GNFC,708,2010-06-28,86.3,65.7,84.57,50.9,7.41,7.1
SANOFI,1704,2010-06-29,82.7,69.71,91.67,85.72,1.21,1.02
CHENNPETRO,394,2010-07-02,83.36,65.42,67.13,54.64,0.61,-1.83
SILINV,1803,2010-07-05,92.29,67.44,69.09,55.74,-3.49,-2.77
SOBHA,1829,2010-07-06,93.15,67.54,83.74,78.0,10.08,14.06
SUNTECK,1904,2010-07-06,87.74,65.81,70.39,73.87,-2.37,-1.72
CENTRALBK,377,2010-07-08,79.6,58.67,52.88,72.53,-0.66,5.47
BOMDYEING,326,2010-07-12,81.69,64.97,63.69,55.11,-1.45,0.74
HUBTOWN,843,2010-07-12,86.71,63.92,89.29,52.57,1.23,3.75
RADICO,1563,2010-07-12,70.46,56.0,54.99,65.64,3.17,13.43
RADICO,1563,2010-07-15,79.78,62.5,54.99,65.64,5.39,7.04
UNIONBANK,2071,2010-07-15,94.45,73.44,82.01,77.22,-0.26,-3.07
KOTAKBANK,1076,2010-07-16,85.8,63.63,78.71,68.07,-1.75,-1.56
CENTRALBK,377,2010-07-19,84.55,68.25,86.2,72.53,3.85,15.78
EIHOTEL,557,2010-07-19,90.6,74.37,88.65,65.9,-1.83,-1.83
HERCULES,799,2010-07-19,72.63,49.93,89.38,79.03,21.59,23.2
AMBUJACEM,116,2010-07-21,80.93,54.43,64.45,65.68,4.67,4.36
HERCULES,799,2010-07-21,65.93,52.05,89.38,79.03,16.99,21.62
MMTC,1260,2010-07-21,84.3,52.48,58.28,78.25,3.23,12.49
UPL,2081,2010-07-21,84.07,53.15,55.27,81.71,1.17,3.06
JSWENERGY,1002,2010-07-22,84.08,67.2,83.81,73.35,-2.06,-1.86
BATAINDIA,264,2010-07-23,85.93,65.31,71.19,81.75,2.24,9.27
SUNTECK,1904,2010-07-27,85.98,68.92,69.97,73.87,0.32,0.71
CUMMINSIND,448,2010-07-28,88.11,70.91,86.78,95.42,3.65,3.85
SCI,1729,2010-07-29,75.64,58.93,63.47,64.61,6.53,2.43
ORIENTLTD,1422,2010-08-02,81.25,59.71,68.62,95.09,6.31,9.37
RECLTD,1597,2010-08-02,88.9,71.78,92.14,97.01,2.25,5.63
WELENT,2173,2010-08-02,83.85,54.9,77.43,55.79,7.84,1.5
WELENT,2173,2010-08-04,75.84,59.28,77.43,55.79,3.15,0.17
ACC,34,2010-08-09,78.39,59.84,69.12,53.86,-1.28,3.58
INDUSINDBK,909,2010-08-09,75.48,61.92,83.61,97.89,2.71,6.26
63MOONS,8,2010-08-11,80.35,52.28,65.1,51.95,6.88,7.27
RELIGARE,1607,2010-08-11,87.22,72.2,89.58,89.81,5.53,10.95
EIDPARRY,553,2010-08-16,80.59,54.72,66.77,60.57,2.66,0.68
REPRO,1614,2010-08-16,85.8,61.12,87.58,77.16,11.61,18.06
MRF,1284,2010-08-17,74.75,52.26,71.01,71.07,6.4,1.75
OIL,1396,2010-08-17,88.54,71.64,79.44,81.78,-1.35,0.57
ZUARIIND,2216,2010-08-18,89.32,66.25,72.81,70.79,-0.6,-4.7
DYNAMATECH,543,2010-08-19,81.56,64.47,81.15,76.04,-2.67,21.69
GLENMARK,693,2010-08-19,85.22,63.52,75.71,87.06,4.1,4.75
IPCALAB,932,2010-08-19,72.22,52.99,58.85,72.21,2.0,0.44
LMW,1141,2010-08-19,86.8,67.14,89.31,72.04,3.66,4.32
JINDRILL,979,2010-08-20,86.5,72.16,86.69,79.99,12.88,17.96
CRISIL,439,2010-08-23,89.39,56.33,61.0,56.25,-0.25,2.36
